PurchaseOrderID,SupplierID,WarehouseID,OrderDate,ExpectedDeliveryDate,Status
102401,79,3,2025-03-04,2025-03-27,Delivered
102402,17,5,2025-05-20,2025-06-12,Delivered
102403,7,4,2025-02-02,2025-02-19,Delivered
102404,60,5,2025-04-28,2025-05-04,Pending
102405,35,1,2025-03-27,2025-04-20,Pending
102406,38,5,2025-05-04,2025-05-19,Delivered
102407,16,5,2025-06-22,2025-07-13,Delivered
102408,7,2,2025-05-13,2025-05-22,Delivered
102409,64,2,2025-02-27,2025-03-24,Delivered
102410,39,3,2025-01-02,2025-01-22,Delivered
102411,26,1,2025-01-18,2025-01-23,Shipped
102412,16,5,2025-01-25,2025-02-06,Shipped
102413,61,1,2025-05-10,2025-05-29,Delivered
102414,16,3,2025-04-14,2025-05-04,Cancelled
102415,31,5,2025-03-08,2025-04-01,Delivered
102416,79,1,2025-04-21,2025-04-30,Delivered
102417,24,2,2025-06-18,2025-06-30,Shipped
102418,70,2,2025-05-02,2025-05-22,Shipped
102419,13,5,2025-05-07,2025-05-23,Delivered
102420,51,4,2025-06-28,2025-07-06,Delivered
102421,55,2,2025-01-08,2025-01-22,Delivered
102422,73,4,2025-01-03,2025-01-26,Delivered
102423,80,4,2025-01-11,2025-01-27,Cancelled
102424,60,4,2025-03-12,2025-03-17,Cancelled
102425,46,5,2025-05-09,2025-05-20,Delivered
102426,68,4,2025-05-12,2025-05-19,Shipped
102427,20,3,2025-06-17,2025-07-10,Delivered
102428,18,3,2025-06-18,2025-07-02,Delivered
102429,9,4,2025-04-07,2025-04-27,Delivered
102430,24,5,2025-05-10,2025-05-31,Shipped
102431,42,5,2025-05-29,2025-06-14,Delivered
102432,52,1,2025-01-12,2025-01-17,Delivered
102433,21,2,2025-01-25,2025-02-02,Delivered
102434,61,3,2025-03-01,2025-03-13,Shipped
102435,23,4,2025-04-18,2025-04-25,Pending
102436,33,1,2025-01-10,2025-01-17,Delivered
102437,48,5,2025-06-11,2025-06-16,Delivered
102438,42,1,2025-06-28,2025-07-17,Delivered
102439,74,5,2025-02-21,2025-03-04,Shipped
102440,57,3,2025-02-27,2025-03-10,Delivered
102441,56,5,2025-02-19,2025-02-26,Delivered
102442,13,2,2025-01-09,2025-01-18,Delivered
102443,47,4,2025-05-26,2025-06-17,Delivered
102444,44,2,2025-06-24,2025-07-19,Delivered
102445,25,2,2025-05-27,2025-06-16,Delivered
102446,46,5,2025-05-24,2025-06-02,Delivered
102447,57,4,2025-06-10,2025-06-27,Delivered
102448,73,1,2025-02-02,2025-02-23,Shipped
102449,16,4,2025-03-01,2025-03-07,Delivered
102450,43,1,2025-02-27,2025-03-13,Delivered
102451,33,4,2025-06-30,2025-07-16,Pending
102452,21,3,2025-01-20,2025-02-11,Delivered
102453,67,5,2025-05-09,2025-05-23,Delivered
102454,8,5,2025-06-28,2025-07-06,Delivered
102455,34,1,2025-01-09,2025-01-24,Delivered
102456,26,3,2025-01-16,2025-01-25,Shipped
102457,43,1,2025-03-02,2025-03-22,Pending
102458,73,5,2025-06-29,2025-07-05,Delivered
102459,10,4,2025-06-03,2025-06-27,Delivered
102460,71,4,2025-02-03,2025-02-16,Delivered
102461,14,1,2025-05-08,2025-05-29,Shipped
102462,45,4,2025-05-03,2025-05-17,Delivered
102463,30,1,2025-01-15,2025-01-20,Delivered
102464,26,5,2025-06-05,2025-06-22,Delivered
102465,3,5,2025-05-04,2025-05-10,Delivered
102466,49,2,2025-04-21,2025-05-09,Delivered
102467,15,4,2025-01-31,2025-02-24,Cancelled
102468,48,3,2025-02-19,2025-03-06,Delivered
102469,8,2,2025-03-01,2025-03-08,Delivered
102470,30,4,2025-05-18,2025-06-10,Pending
102471,2,2,2025-01-15,2025-01-22,Pending
102472,57,2,2025-03-14,2025-03-20,Delivered
102473,78,2,2025-03-16,2025-03-25,Delivered
102474,62,1,2025-06-18,2025-06-25,Pending
102475,70,2,2025-05-07,2025-05-23,Delivered
102476,29,4,2025-03-19,2025-04-04,Delivered
102477,38,2,2025-05-15,2025-05-28,Delivered
102478,70,5,2025-01-27,2025-02-02,Delivered
102479,53,5,2025-05-05,2025-05-18,Pending
102480,18,5,2025-03-01,2025-03-15,Delivered
102481,27,1,2025-04-06,2025-04-15,Pending
102482,31,4,2025-06-16,2025-07-05,Cancelled
102483,3,4,2025-01-09,2025-01-22,Shipped
102484,50,3,2025-01-22,2025-01-28,Shipped
102485,79,4,2025-05-07,2025-05-12,Delivered
102486,50,4,2025-01-12,2025-01-24,Shipped
102487,24,4,2025-05-17,2025-05-23,Delivered
102488,5,5,2025-03-31,2025-04-05,Delivered
102489,44,3,2025-06-01,2025-06-12,Delivered
102490,44,5,2025-04-22,2025-05-10,Delivered
102491,8,1,2025-05-22,2025-06-08,Cancelled
102492,37,5,2025-04-29,2025-05-17,Delivered
102493,73,5,2025-03-08,2025-03-18,Cancelled
102494,60,2,2025-02-03,2025-02-08,Shipped
102495,36,1,2025-03-05,2025-03-27,Shipped
102496,74,4,2025-01-10,2025-02-03,Shipped
102497,35,3,2025-06-17,2025-07-11,Pending
102498,40,5,2025-06-19,2025-07-04,Delivered
102499,23,4,2025-04-29,2025-05-04,Delivered
102500,60,1,2025-04-02,2025-04-22,Delivered
102501,72,2,2025-04-15,2025-04-21,Delivered
102502,11,3,2025-06-06,2025-06-28,Delivered
102503,9,4,2025-02-16,2025-03-01,Delivered
102504,36,3,2025-05-07,2025-05-16,Shipped
102505,23,2,2025-06-08,2025-07-03,Pending
102506,15,1,2025-02-17,2025-03-10,Delivered
102507,75,3,2025-01-11,2025-02-02,Delivered
102508,8,3,2025-03-07,2025-03-12,Delivered
102509,46,5,2025-01-12,2025-02-05,Shipped
102510,14,1,2025-05-10,2025-05-29,Shipped
102511,10,2,2025-02-22,2025-03-09,Delivered
102512,54,1,2025-06-14,2025-07-02,Delivered
102513,19,1,2025-03-25,2025-04-18,Delivered
102514,43,4,2025-06-16,2025-07-02,Delivered
102515,38,5,2025-01-08,2025-01-18,Delivered
102516,38,2,2025-06-01,2025-06-06,Shipped
102517,28,3,2025-05-11,2025-06-01,Delivered
102518,45,2,2025-04-07,2025-04-30,Pending
102519,20,4,2025-06-16,2025-06-23,Cancelled
102520,29,5,2025-05-09,2025-06-01,Delivered
102521,54,5,2025-02-01,2025-02-22,Delivered
102522,78,4,2025-06-18,2025-07-09,Delivered
102523,41,3,2025-02-19,2025-03-14,Shipped
102524,32,3,2025-03-04,2025-03-20,Shipped
102525,41,1,2025-06-27,2025-07-09,Delivered
102526,53,3,2025-01-21,2025-02-06,Delivered
102527,10,3,2025-06-17,2025-07-07,Delivered
102528,58,4,2025-02-28,2025-03-23,Delivered
102529,17,5,2025-03-04,2025-03-22,Delivered
102530,18,5,2025-03-08,2025-03-22,Delivered
102531,16,1,2025-04-15,2025-05-03,Delivered
102532,19,5,2025-05-07,2025-06-01,Delivered
102533,26,2,2025-04-27,2025-05-02,Shipped
102534,54,3,2025-05-22,2025-06-11,Delivered
102535,17,1,2025-04-21,2025-04-26,Delivered
102536,10,2,2025-05-12,2025-06-02,Delivered
102537,55,3,2025-02-02,2025-02-19,Delivered
102538,31,3,2025-01-31,2025-02-15,Delivered
102539,44,5,2025-06-05,2025-06-29,Shipped
102540,6,1,2025-04-01,2025-04-20,Delivered
102541,58,4,2025-03-16,2025-04-05,Delivered
102542,24,5,2025-05-11,2025-05-18,Shipped
102543,1,5,2025-06-01,2025-06-17,Delivered
102544,59,4,2025-03-24,2025-04-12,Shipped
102545,76,3,2025-01-25,2025-02-06,Shipped
102546,44,1,2025-05-25,2025-06-15,Delivered
102547,75,5,2025-04-20,2025-05-04,Delivered
102548,41,2,2025-02-06,2025-02-12,Delivered
102549,27,4,2025-05-13,2025-05-26,Delivered
102550,79,3,2025-01-26,2025-02-11,Shipped
102551,16,3,2025-03-12,2025-04-01,Delivered
102552,22,3,2025-03-08,2025-04-01,Delivered
102553,30,3,2025-02-06,2025-02-14,Shipped
102554,66,2,2025-01-08,2025-02-01,Delivered
102555,70,5,2025-02-19,2025-02-24,Delivered
102556,4,3,2025-02-22,2025-03-08,Delivered
102557,74,4,2025-04-24,2025-05-15,Shipped
102558,59,3,2025-01-29,2025-02-06,Delivered
102559,56,4,2025-03-09,2025-03-16,Delivered
102560,36,1,2025-04-01,2025-04-08,Delivered
102561,29,1,2025-03-25,2025-04-04,Delivered
102562,36,4,2025-06-11,2025-07-02,Delivered
102563,10,3,2025-01-10,2025-01-28,Shipped
102564,67,3,2025-02-18,2025-03-12,Delivered
102565,5,1,2025-03-04,2025-03-13,Delivered
102566,29,2,2025-03-09,2025-03-29,Shipped
102567,24,4,2025-03-14,2025-03-23,Shipped
102568,12,5,2025-02-24,2025-03-01,Delivered
102569,63,5,2025-06-06,2025-06-17,Delivered
102570,5,4,2025-06-26,2025-07-09,Delivered
102571,75,2,2025-06-13,2025-06-29,Delivered
102572,24,3,2025-03-01,2025-03-15,Delivered
102573,63,4,2025-06-03,2025-06-19,Delivered
102574,38,1,2025-02-26,2025-03-06,Cancelled
102575,37,4,2025-04-25,2025-05-10,Shipped
102576,55,1,2025-02-15,2025-03-06,Cancelled
102577,15,3,2025-06-28,2025-07-15,Delivered
102578,62,4,2025-06-03,2025-06-21,Delivered
102579,4,3,2025-03-10,2025-03-31,Shipped
102580,53,1,2025-05-24,2025-06-08,Shipped
102581,41,4,2025-04-11,2025-04-30,Delivered
102582,34,1,2025-03-10,2025-03-30,Delivered
102583,44,1,2025-03-20,2025-04-08,Delivered
102584,74,2,2025-05-18,2025-05-29,Delivered
102585,15,5,2025-06-06,2025-06-21,Shipped
102586,70,1,2025-01-06,2025-01-23,Pending
102587,43,3,2025-05-22,2025-05-29,Delivered
102588,67,2,2025-04-03,2025-04-25,Shipped
102589,21,5,2025-04-12,2025-04-24,Shipped
102590,21,3,2025-03-26,2025-04-13,Shipped
102591,32,1,2025-01-10,2025-01-15,Delivered
102592,68,1,2025-05-09,2025-05-26,Delivered
102593,6,2,2025-03-14,2025-03-28,Pending
102594,32,1,2025-03-11,2025-03-19,Delivered
102595,49,4,2025-02-03,2025-02-16,Delivered
102596,10,1,2025-05-10,2025-05-28,Pending
102597,70,5,2025-02-08,2025-02-16,Delivered
102598,51,2,2025-06-05,2025-06-19,Delivered
102599,55,5,2025-01-06,2025-01-20,Shipped
102600,26,1,2025-03-09,2025-04-03,Delivered
102601,49,3,2025-04-20,2025-04-27,Shipped
102602,53,5,2025-03-13,2025-04-02,Shipped
102603,69,5,2025-03-04,2025-03-21,Pending
102604,64,4,2025-04-06,2025-04-28,Delivered
102605,58,2,2025-05-28,2025-06-02,Delivered
102606,30,4,2025-04-05,2025-04-25,Delivered
102607,40,3,2025-02-06,2025-03-03,Cancelled
102608,13,5,2025-02-13,2025-02-24,Delivered
102609,63,5,2025-03-05,2025-03-12,Shipped
102610,79,4,2025-05-14,2025-06-06,Delivered
102611,8,4,2025-03-06,2025-03-24,Delivered
102612,44,2,2025-01-10,2025-01-25,Delivered
102613,77,4,2025-01-02,2025-01-15,Delivered
102614,72,4,2025-05-20,2025-06-09,Delivered
102615,31,3,2025-04-29,2025-05-19,Delivered
102616,11,1,2025-04-19,2025-04-26,Delivered
102617,2,2,2025-05-14,2025-05-22,Shipped
102618,57,1,2025-01-10,2025-01-28,Delivered
102619,68,4,2025-02-05,2025-02-27,Delivered
102620,2,3,2025-01-31,2025-02-18,Cancelled
102621,35,5,2025-03-24,2025-04-17,Delivered
102622,73,2,2025-02-06,2025-02-20,Delivered
102623,27,5,2025-04-06,2025-04-27,Delivered
102624,61,4,2025-02-23,2025-03-10,Delivered
102625,18,2,2025-05-15,2025-06-04,Pending
102626,54,2,2025-02-08,2025-02-28,Pending
102627,1,3,2025-06-29,2025-07-10,Shipped
102628,13,5,2025-04-28,2025-05-13,Pending
102629,80,4,2025-06-02,2025-06-12,Pending
102630,72,2,2025-03-30,2025-04-24,Pending
102631,25,3,2025-03-14,2025-04-01,Delivered
102632,40,3,2025-06-09,2025-06-26,Delivered
102633,72,5,2025-06-14,2025-06-25,Pending
102634,20,1,2025-02-25,2025-03-10,Shipped
102635,73,1,2025-02-02,2025-02-23,Delivered
102636,50,3,2025-05-28,2025-06-20,Delivered
102637,79,4,2025-02-23,2025-03-05,Pending
102638,30,2,2025-01-24,2025-02-17,Shipped
102639,22,4,2025-01-01,2025-01-16,Pending
102640,7,2,2025-05-11,2025-05-30,Delivered
102641,61,3,2025-03-19,2025-04-09,Delivered
102642,31,5,2025-04-11,2025-04-28,Delivered
102643,61,3,2025-03-21,2025-04-11,Delivered
102644,11,5,2025-02-24,2025-03-06,Delivered
102645,36,2,2025-04-22,2025-05-14,Delivered
102646,33,1,2025-05-23,2025-06-10,Delivered
102647,23,1,2025-04-04,2025-04-23,Delivered
102648,45,4,2025-02-24,2025-03-20,Delivered
102649,25,4,2025-04-06,2025-04-16,Delivered
102650,2,2,2025-04-24,2025-05-10,Delivered
102651,1,5,2025-03-21,2025-04-05,Pending
102652,48,3,2025-05-09,2025-05-14,Delivered
102653,5,3,2025-06-14,2025-07-04,Delivered
102654,33,3,2025-06-10,2025-06-16,Cancelled
102655,4,4,2025-06-05,2025-06-30,Delivered
102656,23,4,2025-06-15,2025-07-07,Delivered
102657,5,3,2025-01-08,2025-02-01,Delivered
102658,20,2,2025-02-03,2025-02-10,Delivered
102659,16,1,2025-04-24,2025-05-19,Delivered
102660,41,1,2025-05-20,2025-06-02,Cancelled
102661,25,5,2025-01-05,2025-01-20,Delivered
102662,41,2,2025-05-31,2025-06-16,Delivered
102663,52,4,2025-06-20,2025-06-26,Pending
102664,65,2,2025-03-10,2025-03-17,Shipped
102665,6,3,2025-06-05,2025-06-16,Delivered
102666,53,2,2025-06-12,2025-06-17,Delivered
102667,72,3,2025-01-31,2025-02-15,Delivered
102668,12,5,2025-04-29,2025-05-06,Shipped
102669,12,2,2025-01-23,2025-02-02,Delivered
102670,3,2,2025-01-03,2025-01-14,Delivered
102671,59,1,2025-03-05,2025-03-19,Delivered
102672,25,2,2025-03-21,2025-03-27,Delivered
102673,37,2,2025-03-13,2025-03-22,Delivered
102674,53,2,2025-02-18,2025-03-03,Delivered
102675,23,3,2025-03-08,2025-03-27,Shipped
102676,63,3,2025-05-29,2025-06-14,Delivered
102677,67,4,2025-06-11,2025-06-21,Pending
102678,75,4,2025-02-09,2025-03-03,Delivered
102679,56,3,2025-06-15,2025-06-29,Shipped
102680,65,5,2025-03-10,2025-03-17,Delivered
102681,27,3,2025-02-25,2025-03-16,Shipped
102682,15,5,2025-06-18,2025-07-13,Shipped
102683,18,4,2025-05-31,2025-06-15,Delivered
102684,49,5,2025-01-09,2025-01-24,Delivered
102685,46,1,2025-02-10,2025-02-28,Delivered
102686,44,1,2025-02-17,2025-03-05,Delivered
102687,60,5,2025-02-17,2025-02-22,Delivered
102688,79,4,2025-06-01,2025-06-24,Delivered
102689,52,4,2025-03-04,2025-03-17,Delivered
102690,77,3,2025-05-04,2025-05-21,Delivered
102691,30,5,2025-01-28,2025-02-15,Delivered
102692,35,5,2025-04-13,2025-05-06,Pending
102693,66,2,2025-03-18,2025-04-11,Cancelled
102694,68,2,2025-05-26,2025-06-04,Shipped
102695,43,1,2025-01-24,2025-02-07,Delivered
102696,19,3,2025-04-28,2025-05-15,Shipped
102697,1,2,2025-02-21,2025-03-03,Delivered
102698,11,2,2025-03-02,2025-03-13,Delivered
102699,32,2,2025-06-25,2025-07-17,Delivered
102700,48,1,2025-05-03,2025-05-13,Delivered
102701,61,5,2025-06-25,2025-07-12,Delivered
102702,61,4,2025-04-29,2025-05-11,Delivered
102703,13,4,2025-02-02,2025-02-17,Delivered
102704,18,4,2025-03-25,2025-04-08,Delivered
102705,55,5,2025-04-11,2025-05-03,Pending
102706,63,5,2025-01-07,2025-01-19,Delivered
102707,23,2,2025-04-05,2025-04-21,Delivered
102708,1,5,2025-06-03,2025-06-20,Delivered
102709,30,2,2025-05-08,2025-05-19,Pending
102710,39,4,2025-01-24,2025-02-08,Delivered
102711,24,4,2025-02-08,2025-02-22,Delivered
102712,62,1,2025-03-08,2025-03-26,Shipped
102713,51,5,2025-01-28,2025-02-16,Delivered
102714,45,1,2025-06-17,2025-07-04,Delivered
102715,2,2,2025-03-23,2025-04-01,Delivered
102716,50,4,2025-01-03,2025-01-23,Delivered
102717,52,4,2025-01-14,2025-01-28,Delivered
102718,15,5,2025-04-26,2025-05-17,Delivered
102719,61,3,2025-05-17,2025-06-02,Shipped
102720,23,4,2025-05-17,2025-06-03,Delivered
102721,11,2,2025-01-02,2025-01-17,Delivered
102722,76,3,2025-02-20,2025-03-13,Delivered
102723,59,4,2025-01-13,2025-02-01,Shipped
102724,16,4,2025-04-28,2025-05-14,Pending
102725,77,3,2025-03-06,2025-03-24,Delivered
102726,38,1,2025-05-19,2025-06-01,Shipped
102727,46,4,2025-01-05,2025-01-24,Delivered
102728,5,5,2025-01-29,2025-02-14,Delivered
102729,69,4,2025-03-05,2025-03-15,Pending
102730,13,2,2025-02-07,2025-03-04,Delivered
102731,36,3,2025-04-28,2025-05-22,Shipped
102732,68,5,2025-04-28,2025-05-04,Pending
102733,48,1,2025-02-07,2025-03-03,Cancelled
102734,13,4,2025-05-12,2025-05-19,Delivered
102735,39,4,2025-04-13,2025-04-18,Shipped
102736,33,1,2025-04-21,2025-04-29,Delivered
102737,74,3,2025-03-19,2025-04-12,Delivered
102738,32,1,2025-04-06,2025-04-29,Delivered
102739,56,3,2025-06-26,2025-07-06,Shipped
102740,6,5,2025-04-13,2025-04-23,Delivered
102741,35,1,2025-04-15,2025-04-26,Pending
102742,54,2,2025-03-12,2025-03-25,Delivered
102743,41,1,2025-02-26,2025-03-10,Pending
102744,42,2,2025-01-17,2025-02-10,Shipped
102745,78,4,2025-05-31,2025-06-18,Delivered
102746,43,5,2025-04-10,2025-04-30,Delivered
102747,2,3,2025-03-29,2025-04-13,Delivered
102748,57,2,2025-04-29,2025-05-19,Shipped
102749,22,4,2025-03-07,2025-03-24,Pending
102750,74,1,2025-06-11,2025-07-01,Delivered
102751,45,1,2025-02-23,2025-03-16,Delivered
102752,38,3,2025-04-26,2025-05-15,Pending
102753,80,5,2025-02-12,2025-03-08,Delivered
102754,56,4,2025-01-06,2025-01-20,Delivered
102755,63,2,2025-04-07,2025-04-29,Shipped
102756,78,1,2025-01-25,2025-02-11,Shipped
102757,15,5,2025-03-16,2025-03-26,Delivered
102758,52,5,2025-04-15,2025-05-01,Delivered
102759,54,5,2025-03-13,2025-03-28,Delivered
102760,14,3,2025-05-09,2025-05-31,Delivered
102761,29,4,2025-05-07,2025-05-26,Shipped
102762,58,2,2025-02-15,2025-03-04,Shipped
102763,69,3,2025-04-29,2025-05-24,Shipped
102764,13,4,2025-05-29,2025-06-23,Delivered
102765,54,4,2025-02-18,2025-03-15,Pending
102766,29,2,2025-06-06,2025-06-30,Delivered
102767,11,5,2025-05-27,2025-06-14,Delivered
102768,42,5,2025-03-05,2025-03-15,Delivered
102769,61,1,2025-04-05,2025-04-10,Delivered
102770,50,5,2025-05-11,2025-05-22,Delivered
102771,21,4,2025-04-05,2025-04-17,Shipped
102772,26,3,2025-02-03,2025-02-17,Pending
102773,4,2,2025-05-28,2025-06-16,Delivered
102774,78,4,2025-03-03,2025-03-13,Cancelled
102775,65,1,2025-06-04,2025-06-19,Delivered
102776,21,2,2025-04-29,2025-05-06,Pending
102777,5,4,2025-05-14,2025-06-03,Delivered
102778,10,4,2025-03-08,2025-03-30,Shipped
102779,78,5,2025-01-07,2025-01-26,Delivered
102780,8,3,2025-04-12,2025-04-18,Delivered
102781,66,4,2025-04-20,2025-04-28,Shipped
102782,34,5,2025-01-29,2025-02-08,Delivered
102783,44,2,2025-03-04,2025-03-24,Shipped
102784,13,3,2025-06-14,2025-06-21,Delivered
102785,63,2,2025-03-08,2025-03-23,Shipped
102786,57,3,2025-04-26,2025-05-09,Delivered
102787,77,1,2025-02-05,2025-02-14,Delivered
102788,4,2,2025-04-05,2025-04-28,Delivered
102789,38,3,2025-02-10,2025-03-05,Delivered
102790,61,4,2025-06-22,2025-07-06,Shipped
102791,17,2,2025-06-05,2025-06-19,Delivered
102792,33,2,2025-01-08,2025-01-19,Delivered
102793,19,5,2025-01-04,2025-01-17,Delivered
102794,66,5,2025-04-14,2025-05-04,Delivered
102795,22,3,2025-06-14,2025-06-23,Delivered
102796,65,3,2025-05-14,2025-05-30,Delivered
102797,63,2,2025-05-15,2025-06-04,Shipped
102798,49,1,2025-06-21,2025-06-28,Delivered
102799,40,2,2025-02-27,2025-03-08,Shipped
102800,16,2,2025-04-02,2025-04-22,Delivered
102801,2,5,2025-02-28,2025-03-11,Delivered
102802,5,4,2025-06-10,2025-06-18,Cancelled
102803,65,1,2025-03-11,2025-04-02,Cancelled
102804,69,1,2025-01-15,2025-02-03,Delivered
102805,32,2,2025-03-07,2025-03-17,Delivered
102806,32,2,2025-06-26,2025-07-15,Shipped
102807,78,3,2025-05-22,2025-06-04,Pending
102808,25,1,2025-02-03,2025-02-24,Delivered
102809,27,2,2025-03-04,2025-03-27,Delivered
102810,62,4,2025-01-26,2025-02-17,Delivered
102811,7,3,2025-06-12,2025-06-19,Shipped
102812,15,4,2025-01-22,2025-02-11,Shipped
102813,70,5,2025-02-25,2025-03-21,Delivered
102814,73,1,2025-05-29,2025-06-16,Delivered
102815,15,4,2025-06-14,2025-06-25,Delivered
102816,79,4,2025-01-01,2025-01-14,Delivered
102817,77,3,2025-05-07,2025-06-01,Shipped
102818,65,4,2025-05-12,2025-05-26,Cancelled
102819,39,3,2025-05-17,2025-05-29,Delivered
102820,72,5,2025-03-21,2025-04-15,Delivered
102821,24,4,2025-01-02,2025-01-17,Delivered
102822,66,4,2025-05-07,2025-05-17,Shipped
102823,56,3,2025-01-25,2025-02-13,Delivered
102824,69,2,2025-02-19,2025-02-27,Delivered
102825,28,3,2025-05-09,2025-05-23,Delivered
102826,68,4,2025-01-27,2025-02-10,Delivered
102827,27,5,2025-06-22,2025-07-01,Delivered
102828,25,4,2025-02-13,2025-02-23,Delivered
102829,21,3,2025-05-13,2025-06-02,Delivered
102830,54,3,2025-02-28,2025-03-13,Delivered
102831,39,3,2025-02-07,2025-02-21,Delivered
102832,46,3,2025-04-26,2025-05-10,Delivered
102833,51,4,2025-01-02,2025-01-19,Pending
102834,53,3,2025-06-15,2025-06-24,Cancelled
102835,36,1,2025-06-30,2025-07-11,Shipped
102836,33,3,2025-04-06,2025-04-11,Delivered
102837,49,3,2025-05-23,2025-06-14,Delivered
102838,28,5,2025-05-09,2025-05-28,Delivered
102839,14,1,2025-03-04,2025-03-14,Delivered
102840,62,5,2025-05-01,2025-05-07,Delivered
102841,50,4,2025-03-05,2025-03-18,Cancelled
102842,76,4,2025-01-16,2025-01-24,Pending
102843,44,3,2025-05-18,2025-06-03,Delivered
102844,37,1,2025-05-01,2025-05-10,Delivered
102845,10,3,2025-04-16,2025-04-25,Delivered
102846,76,3,2025-05-27,2025-06-07,Delivered
102847,57,2,2025-03-25,2025-04-17,Delivered
102848,34,5,2025-05-16,2025-05-30,Delivered
102849,18,1,2025-06-29,2025-07-14,Cancelled
102850,47,4,2025-02-24,2025-03-06,Delivered
102851,30,4,2025-04-03,2025-04-18,Shipped
102852,34,3,2025-06-04,2025-06-09,Shipped
102853,53,4,2025-04-12,2025-05-02,Delivered
102854,68,1,2025-05-12,2025-05-28,Pending
102855,56,1,2025-05-10,2025-05-25,Delivered
102856,63,3,2025-05-28,2025-06-12,Delivered
102857,10,5,2025-01-24,2025-02-15,Delivered
102858,69,2,2025-05-12,2025-05-19,Delivered
102859,60,5,2025-06-16,2025-06-27,Delivered
102860,56,3,2025-04-30,2025-05-19,Delivered
102861,20,3,2025-01-19,2025-01-29,Delivered
102862,44,4,2025-05-16,2025-06-03,Delivered
102863,52,5,2025-03-17,2025-03-22,Delivered
102864,50,1,2025-01-03,2025-01-15,Delivered
102865,20,3,2025-02-27,2025-03-22,Delivered
102866,42,5,2025-04-28,2025-05-23,Delivered
102867,74,3,2025-05-28,2025-06-06,Shipped
102868,19,2,2025-03-20,2025-03-30,Shipped
102869,69,5,2025-01-11,2025-01-20,Delivered
102870,9,3,2025-03-22,2025-04-03,Delivered
102871,26,3,2025-02-11,2025-03-01,Cancelled
102872,30,2,2025-04-01,2025-04-06,Shipped
102873,57,1,2025-04-07,2025-04-12,Delivered
102874,27,4,2025-01-13,2025-02-01,Delivered
102875,26,2,2025-04-08,2025-05-01,Delivered
102876,12,2,2025-05-10,2025-06-02,Delivered
102877,16,2,2025-02-23,2025-03-03,Delivered
102878,78,3,2025-03-23,2025-04-10,Shipped
102879,12,5,2025-04-03,2025-04-23,Shipped
102880,15,4,2025-01-05,2025-01-10,Delivered
102881,54,4,2025-01-26,2025-02-11,Delivered
102882,40,1,2025-04-22,2025-05-17,Delivered
102883,11,4,2025-05-01,2025-05-06,Cancelled
102884,36,3,2025-01-12,2025-01-21,Delivered
102885,23,5,2025-01-03,2025-01-12,Delivered
102886,18,4,2025-01-10,2025-01-16,Delivered
102887,27,3,2025-04-06,2025-04-30,Delivered
102888,21,4,2025-02-14,2025-02-24,Delivered
102889,20,2,2025-04-04,2025-04-12,Delivered
102890,4,4,2025-02-22,2025-03-08,Delivered
102891,48,3,2025-06-09,2025-06-24,Pending
102892,4,3,2025-01-08,2025-01-28,Pending
102893,19,4,2025-01-12,2025-02-03,Delivered
102894,77,5,2025-02-13,2025-02-23,Shipped
102895,45,2,2025-01-24,2025-02-11,Cancelled
102896,15,4,2025-04-29,2025-05-17,Delivered
102897,69,4,2025-02-04,2025-02-28,Delivered
102898,1,3,2025-05-02,2025-05-22,Delivered
102899,33,2,2025-03-24,2025-04-15,Delivered
102900,79,1,2025-05-03,2025-05-23,Delivered
102901,74,2,2025-02-02,2025-02-14,Delivered
102902,19,2,2025-06-18,2025-06-25,Delivered
102903,52,3,2025-06-07,2025-06-15,Shipped
102904,33,2,2025-06-18,2025-07-02,Delivered
102905,60,5,2025-05-14,2025-06-04,Delivered
102906,35,2,2025-03-25,2025-04-12,Delivered
102907,19,5,2025-01-09,2025-01-26,Delivered
102908,26,2,2025-01-04,2025-01-13,Delivered
102909,31,2,2025-04-12,2025-04-27,Pending
102910,62,4,2025-03-30,2025-04-10,Delivered
102911,74,4,2025-04-26,2025-05-07,Delivered
102912,34,5,2025-04-23,2025-05-01,Delivered
102913,66,3,2025-03-28,2025-04-07,Shipped
102914,63,5,2025-04-27,2025-05-05,Delivered
102915,44,5,2025-03-09,2025-03-16,Delivered
102916,55,1,2025-05-20,2025-05-29,Pending
102917,59,1,2025-01-31,2025-02-22,Delivered
102918,17,3,2025-03-20,2025-04-08,Delivered
102919,11,5,2025-02-16,2025-03-05,Delivered
102920,66,2,2025-02-06,2025-02-18,Delivered
102921,26,3,2025-05-15,2025-06-08,Delivered
102922,73,5,2025-05-15,2025-05-21,Delivered
102923,47,5,2025-02-28,2025-03-21,Shipped
102924,21,1,2025-06-24,2025-07-04,Delivered
102925,80,2,2025-02-08,2025-03-02,Delivered
102926,79,4,2025-02-21,2025-03-06,Pending
102927,52,3,2025-04-10,2025-05-01,Cancelled
102928,61,4,2025-03-24,2025-04-02,Delivered
102929,39,1,2025-01-20,2025-02-02,Delivered
102930,40,2,2025-06-06,2025-06-30,Cancelled
102931,8,4,2025-02-05,2025-02-14,Delivered
102932,21,2,2025-04-11,2025-04-21,Delivered
102933,51,5,2025-02-19,2025-03-03,Delivered
102934,10,2,2025-03-12,2025-03-21,Delivered
102935,16,5,2025-06-22,2025-07-01,Shipped
102936,19,3,2025-03-25,2025-03-30,Delivered
102937,67,3,2025-05-15,2025-05-23,Delivered
