TransactionID,WarehouseID,ProductID,TransactionType,Quantity,TransactionDate
28226,1,50,OUT,83,2025-03-15
28227,2,15,RETURN,20,2025-01-10
28228,2,68,OUT,28,2025-02-25
28229,5,4,IN,100,2025-06-23
28230,5,22,OUT,39,2025-02-10
28231,3,40,ADJUSTMENT,83,2025-04-16
28232,4,20,OUT,75,2025-05-30
28233,4,67,OUT,15,2025-04-07
28234,4,81,IN,23,2025-03-08
28235,3,100,OUT,53,2025-06-29
28236,1,35,OUT,42,2025-05-06
28237,4,69,OUT,3,2025-06-25
28238,5,65,OUT,44,2025-01-30
28239,1,6,OUT,77,2025-02-15
28240,5,42,OUT,67,2025-06-09
28241,3,52,OUT,94,2025-05-30
28242,2,20,OUT,90,2025-01-09
28243,5,81,IN,71,2025-04-18
28244,4,1,OUT,45,2025-03-11
28245,1,61,OUT,58,2025-04-20
28246,2,62,RETURN,54,2025-06-17
28247,1,15,IN,56,2025-05-31
28248,2,18,IN,4,2025-05-08
28249,3,19,OUT,97,2025-03-25
28250,4,62,OUT,70,2025-02-16
28251,4,54,OUT,63,2025-01-12
28252,4,37,RETURN,55,2025-05-16
28253,1,64,OUT,99,2025-04-09
28254,2,69,OUT,95,2025-06-16
28255,3,18,OUT,40,2025-03-22
28256,2,39,IN,36,2025-01-26
28257,1,60,OUT,84,2025-06-22
28258,1,41,OUT,92,2025-03-03
28259,4,16,OUT,42,2025-04-09
28260,2,2,IN,53,2025-01-26
28261,1,39,OUT,15,2025-04-09
28262,4,17,RETURN,89,2025-02-05
28263,4,46,RETURN,49,2025-01-29
28264,4,26,OUT,23,2025-02-27
28265,2,28,IN,21,2025-02-09
28266,2,45,OUT,6,2025-06-14
28267,1,35,OUT,5,2025-05-31
28268,1,88,OUT,60,2025-05-14
28269,3,28,OUT,97,2025-03-23
28270,4,80,RETURN,9,2025-01-20
28271,2,30,IN,72,2025-02-26
28272,3,72,OUT,1,2025-05-29
28273,2,55,OUT,69,2025-03-20
28274,5,24,RETURN,16,2025-05-18
28275,3,54,OUT,33,2025-04-02
28276,2,40,IN,20,2025-06-16
28277,3,64,OUT,1,2025-02-19
28278,3,49,IN,84,2025-05-20
28279,2,35,OUT,49,2025-05-20
28280,2,10,RETURN,18,2025-06-11
28281,1,12,OUT,52,2025-05-27
28282,2,16,OUT,88,2025-02-07
28283,4,61,RETURN,25,2025-06-22
28284,3,76,IN,44,2025-03-05
28285,3,24,IN,24,2025-05-27
28286,5,59,OUT,56,2025-06-24
28287,4,76,IN,54,2025-05-21
28288,1,36,OUT,44,2025-06-06
28289,2,14,IN,20,2025-02-16
28290,5,94,OUT,99,2025-06-25
28291,5,52,IN,44,2025-02-01
28292,5,11,IN,67,2025-02-16
28293,2,81,OUT,77,2025-02-02
28294,3,40,OUT,23,2025-03-15
28295,5,12,OUT,34,2025-04-08
28296,2,56,RETURN,61,2025-06-13
28297,3,53,IN,53,2025-06-16
28298,1,24,IN,32,2025-04-16
28299,2,81,IN,63,2025-05-19
28300,4,38,RETURN,28,2025-03-19
28301,3,61,OUT,20,2025-05-22
28302,4,87,OUT,73,2025-06-27
28303,3,81,IN,91,2025-02-06
28304,5,60,IN,49,2025-02-20
28305,4,75,IN,87,2025-02-27
28306,1,95,IN,58,2025-04-22
28307,5,70,OUT,17,2025-02-08
28308,2,46,IN,19,2025-02-21
28309,4,40,OUT,54,2025-01-08
28310,1,11,IN,18,2025-03-05
28311,3,3,ADJUSTMENT,12,2025-02-25
28312,3,13,IN,68,2025-06-21
28313,3,79,OUT,94,2025-01-14
28314,2,59,OUT,30,2025-06-19
28315,4,58,OUT,64,2025-01-08
28316,5,82,OUT,73,2025-06-17
28317,3,23,IN,70,2025-01-16
28318,2,83,OUT,67,2025-05-04
28319,1,3,OUT,1,2025-02-22
28320,1,50,OUT,32,2025-06-08
28321,2,86,IN,97,2025-01-21
28322,2,12,OUT,76,2025-01-18
28323,2,84,OUT,68,2025-06-19
28324,3,26,IN,3,2025-05-10
28325,5,67,OUT,47,2025-05-08
28326,5,37,OUT,50,2025-04-23
28327,1,45,IN,50,2025-05-22
28328,4,90,OUT,58,2025-02-26
28329,4,43,OUT,18,2025-01-01
28330,5,7,OUT,34,2025-01-20
28331,2,84,ADJUSTMENT,63,2025-06-15
28332,5,82,RETURN,62,2025-03-26
28333,3,8,RETURN,25,2025-01-22
28334,5,35,IN,49,2025-04-29
28335,5,35,OUT,85,2025-04-04
28336,5,29,OUT,95,2025-02-06
28337,3,83,RETURN,37,2025-02-18
28338,1,68,IN,10,2025-06-24
28339,2,3,RETURN,75,2025-02-07
28340,3,56,OUT,82,2025-04-09
28341,2,13,OUT,36,2025-03-07
28342,2,72,OUT,55,2025-01-12
28343,4,27,IN,15,2025-04-22
28344,2,73,OUT,76,2025-01-30
28345,1,65,OUT,50,2025-01-23
28346,5,39,OUT,27,2025-02-13
28347,4,76,IN,6,2025-05-06
28348,5,25,IN,56,2025-04-13
28349,3,25,IN,50,2025-06-19
28350,4,19,IN,28,2025-05-17
28351,2,80,OUT,72,2025-05-29
28352,2,34,IN,74,2025-01-31
28353,1,13,OUT,52,2025-01-04
28354,5,14,RETURN,45,2025-02-23
28355,1,80,OUT,45,2025-03-09
28356,2,13,OUT,41,2025-03-01
28357,1,44,OUT,64,2025-04-08
28358,5,71,OUT,5,2025-06-17
28359,1,89,ADJUSTMENT,59,2025-02-21
28360,3,96,RETURN,80,2025-01-07
28361,1,61,OUT,100,2025-01-30
28362,2,30,OUT,49,2025-03-19
28363,5,20,OUT,97,2025-05-15
28364,2,6,ADJUSTMENT,53,2025-03-04
28365,4,54,IN,64,2025-01-20
28366,5,58,RETURN,74,2025-03-09
28367,4,45,IN,76,2025-01-06
28368,3,28,OUT,57,2025-05-23
28369,2,8,OUT,58,2025-03-24
28370,4,83,OUT,60,2025-05-15
28371,4,98,RETURN,26,2025-04-13
28372,4,6,OUT,40,2025-01-31
28373,2,84,OUT,39,2025-06-19
28374,3,84,OUT,61,2025-04-16
28375,1,61,OUT,41,2025-04-19
28376,2,23,RETURN,23,2025-02-23
28377,4,47,ADJUSTMENT,22,2025-04-24
28378,4,79,OUT,97,2025-03-22
28379,5,67,OUT,56,2025-03-14
28380,3,78,IN,92,2025-03-01
28381,2,7,OUT,85,2025-02-04
28382,2,63,OUT,42,2025-06-13
28383,3,68,OUT,98,2025-04-28
28384,4,2,IN,58,2025-02-13
28385,1,79,OUT,10,2025-05-26
28386,5,27,RETURN,56,2025-02-02
28387,1,56,OUT,92,2025-05-08
28388,4,65,OUT,80,2025-05-11
28389,5,96,OUT,27,2025-06-24
28390,2,58,OUT,96,2025-04-12
28391,1,14,OUT,81,2025-01-21
28392,1,86,OUT,64,2025-05-10
28393,1,41,OUT,29,2025-05-11
28394,2,48,OUT,41,2025-02-27
28395,3,100,OUT,11,2025-06-12
28396,4,76,OUT,7,2025-03-28
28397,3,2,IN,18,2025-01-05
28398,3,46,OUT,36,2025-04-27
28399,3,81,OUT,11,2025-04-09
28400,2,51,IN,20,2025-05-31
28401,4,64,IN,70,2025-03-07
28402,3,81,RETURN,35,2025-06-04
28403,2,80,OUT,89,2025-03-19
28404,3,40,OUT,59,2025-05-03
28405,2,33,IN,44,2025-03-11
28406,3,67,RETURN,35,2025-02-03
28407,2,75,IN,89,2025-02-04
28408,5,63,OUT,46,2025-02-09
28409,4,86,OUT,32,2025-04-21
28410,5,71,IN,38,2025-02-04
28411,5,66,OUT,64,2025-01-19
28412,2,38,OUT,5,2025-02-26
28413,2,45,OUT,87,2025-06-21
28414,5,19,OUT,66,2025-03-07
28415,2,62,OUT,60,2025-01-28
28416,5,34,OUT,49,2025-02-08
28417,1,21,ADJUSTMENT,78,2025-02-07
28418,3,73,OUT,33,2025-04-21
28419,5,50,OUT,70,2025-04-06
28420,1,94,ADJUSTMENT,73,2025-02-27
28421,1,87,OUT,85,2025-02-17
28422,4,92,IN,49,2025-01-03
28423,2,60,RETURN,64,2025-02-18
28424,1,42,OUT,90,2025-02-19
28425,5,73,OUT,78,2025-02-01
28426,4,12,OUT,96,2025-01-13
28427,3,68,IN,25,2025-03-03
28428,4,93,OUT,63,2025-03-10
28429,2,3,IN,6,2025-03-06
28430,2,14,OUT,78,2025-01-17
28431,2,8,OUT,98,2025-05-30
28432,1,95,RETURN,82,2025-05-20
28433,2,61,OUT,73,2025-04-29
28434,1,23,OUT,26,2025-03-30
28435,2,62,OUT,59,2025-04-30
28436,3,7,IN,27,2025-05-29
28437,4,27,OUT,95,2025-05-01
28438,2,100,RETURN,70,2025-04-21
28439,3,7,OUT,29,2025-04-19
28440,2,54,IN,33,2025-01-01
28441,4,22,OUT,33,2025-06-12
28442,1,81,OUT,21,2025-03-08
28443,1,53,OUT,42,2025-01-25
28444,3,30,OUT,29,2025-06-27
28445,5,40,RETURN,38,2025-05-04
28446,3,15,IN,93,2025-05-24
28447,3,12,OUT,62,2025-03-10
28448,1,12,RETURN,36,2025-02-16
28449,5,59,OUT,61,2025-03-04
28450,5,23,OUT,57,2025-04-25
28451,3,27,RETURN,4,2025-06-07
28452,1,2,OUT,79,2025-04-29
28453,5,12,ADJUSTMENT,38,2025-05-03
28454,1,86,OUT,100,2025-04-04
28455,1,62,OUT,40,2025-06-01
28456,1,18,OUT,7,2025-04-18
28457,2,64,OUT,26,2025-04-30
28458,1,50,OUT,37,2025-01-06
28459,3,81,OUT,40,2025-06-29
28460,3,46,OUT,58,2025-02-19
28461,1,27,IN,17,2025-02-05
28462,5,79,OUT,21,2025-06-07
28463,5,96,OUT,96,2025-04-16
28464,3,94,OUT,43,2025-03-21
28465,4,36,OUT,40,2025-06-29
28466,4,92,IN,85,2025-05-22
28467,2,12,OUT,63,2025-05-02
28468,4,17,OUT,85,2025-05-04
28469,1,47,OUT,85,2025-01-20
28470,1,97,IN,62,2025-05-05
28471,1,4,OUT,76,2025-04-04
28472,4,96,ADJUSTMENT,37,2025-04-08
28473,2,65,IN,86,2025-01-19
28474,1,71,OUT,86,2025-05-26
28475,4,92,IN,96,2025-02-03
28476,1,69,ADJUSTMENT,42,2025-01-05
28477,1,6,IN,90,2025-04-15
28478,3,97,IN,16,2025-03-27
28479,4,91,OUT,7,2025-05-11
28480,4,96,IN,75,2025-05-06
28481,4,40,OUT,41,2025-03-18
28482,3,2,RETURN,14,2025-04-27
28483,1,99,ADJUSTMENT,83,2025-06-14
28484,3,74,IN,86,2025-06-06
28485,3,84,OUT,67,2025-02-08
28486,4,57,RETURN,47,2025-03-08
28487,3,90,IN,66,2025-02-26
28488,1,59,RETURN,30,2025-04-07
28489,3,13,RETURN,24,2025-06-26
28490,4,87,OUT,78,2025-03-08
28491,5,43,OUT,38,2025-04-21
28492,2,89,OUT,46,2025-04-21
28493,2,45,OUT,46,2025-05-18
28494,2,37,IN,47,2025-02-14
28495,1,80,OUT,83,2025-05-01
28496,2,31,ADJUSTMENT,58,2025-02-27
28497,2,67,OUT,19,2025-01-22
28498,1,10,OUT,54,2025-06-04
28499,1,44,IN,34,2025-03-09
28500,3,59,IN,97,2025-03-03
28501,2,87,OUT,25,2025-01-04
28502,3,19,IN,42,2025-02-08
28503,2,39,OUT,9,2025-03-02
28504,3,4,OUT,41,2025-04-16
28505,5,98,ADJUSTMENT,24,2025-04-15
28506,2,19,ADJUSTMENT,17,2025-01-13
28507,4,2,OUT,24,2025-01-13
28508,1,3,OUT,13,2025-04-09
28509,1,11,OUT,88,2025-01-08
28510,5,84,OUT,28,2025-05-01
28511,1,92,IN,74,2025-03-22
28512,2,15,IN,83,2025-01-25
28513,3,78,IN,11,2025-03-12
28514,4,42,OUT,68,2025-02-16
28515,4,53,IN,77,2025-03-12
28516,4,3,IN,30,2025-02-07
28517,5,18,OUT,77,2025-02-03
28518,3,3,OUT,66,2025-03-26
28519,1,33,IN,50,2025-03-09
28520,5,9,IN,100,2025-03-16
28521,3,2,OUT,98,2025-04-08
28522,2,33,IN,65,2025-04-14
28523,5,95,OUT,53,2025-05-08
28524,4,32,OUT,48,2025-02-15
28525,5,7,OUT,41,2025-04-24
28526,3,13,RETURN,21,2025-03-21
28527,4,52,OUT,9,2025-06-15
28528,2,79,OUT,13,2025-04-05
28529,5,5,OUT,89,2025-05-05
28530,4,96,IN,80,2025-06-11
28531,3,49,IN,58,2025-05-01
28532,2,59,OUT,18,2025-06-03
28533,2,53,OUT,34,2025-06-07
28534,5,50,RETURN,28,2025-01-02
28535,5,45,OUT,49,2025-04-24
28536,2,83,IN,7,2025-01-19
28537,1,77,OUT,15,2025-02-20
28538,2,59,OUT,75,2025-05-25
28539,2,94,OUT,29,2025-01-01
28540,2,94,OUT,1,2025-05-15
28541,4,67,OUT,37,2025-03-09
28542,5,81,OUT,48,2025-06-08
28543,4,86,OUT,25,2025-03-05
28544,2,69,OUT,56,2025-06-05
28545,5,16,OUT,74,2025-02-19
28546,1,100,RETURN,12,2025-04-05
28547,5,40,OUT,17,2025-03-29
28548,4,9,RETURN,34,2025-02-08
28549,5,29,OUT,15,2025-01-19
28550,3,77,OUT,36,2025-05-02
28551,1,97,OUT,42,2025-06-01
28552,5,7,OUT,84,2025-04-26
28553,2,68,OUT,83,2025-06-20
28554,3,98,ADJUSTMENT,67,2025-06-04
28555,3,10,IN,78,2025-05-04
28556,4,18,RETURN,97,2025-05-02
28557,1,30,IN,93,2025-04-12
28558,4,54,OUT,73,2025-05-23
28559,1,23,RETURN,54,2025-05-01
28560,3,78,OUT,70,2025-02-09
28561,2,80,OUT,81,2025-01-21
28562,4,85,OUT,68,2025-04-29
28563,4,50,ADJUSTMENT,56,2025-03-28
28564,3,65,OUT,19,2025-06-05
28565,5,67,RETURN,9,2025-05-12
28566,1,43,ADJUSTMENT,71,2025-06-30
28567,2,49,OUT,19,2025-03-16
28568,2,77,RETURN,30,2025-03-22
28569,5,39,IN,76,2025-01-09
28570,5,27,OUT,61,2025-05-06
28571,4,41,OUT,57,2025-05-28
28572,5,84,ADJUSTMENT,30,2025-06-20
28573,5,98,OUT,66,2025-02-27
28574,2,3,RETURN,93,2025-06-01
28575,2,29,OUT,23,2025-05-27
28576,4,14,OUT,73,2025-01-21
28577,4,84,RETURN,86,2025-02-25
28578,2,97,OUT,90,2025-05-10
28579,5,88,OUT,75,2025-03-01
28580,1,84,OUT,64,2025-04-18
28581,3,93,IN,24,2025-05-08
28582,4,66,OUT,9,2025-06-27
28583,3,85,OUT,45,2025-05-31
28584,2,8,OUT,66,2025-03-27
28585,2,8,IN,79,2025-01-03
28586,2,26,IN,99,2025-04-07
28587,1,19,OUT,6,2025-03-05
28588,1,53,OUT,4,2025-05-19
28589,4,16,OUT,77,2025-01-14
28590,4,84,OUT,59,2025-01-27
28591,5,82,OUT,70,2025-05-18
28592,4,84,OUT,48,2025-03-07
28593,3,46,IN,41,2025-06-09
28594,3,41,OUT,12,2025-04-27
28595,4,41,OUT,89,2025-03-16
28596,5,50,OUT,76,2025-05-29
28597,4,75,RETURN,29,2025-04-09
28598,5,63,IN,66,2025-04-28
28599,5,82,OUT,59,2025-03-10
28600,4,38,OUT,86,2025-01-06
28601,4,11,OUT,73,2025-03-09
28602,1,43,OUT,62,2025-04-15
28603,3,62,ADJUSTMENT,9,2025-05-26
28604,4,12,OUT,30,2025-02-25
28605,3,79,OUT,51,2025-05-06
28606,3,52,OUT,46,2025-03-26
28607,2,99,RETURN,96,2025-05-03
28608,3,24,OUT,67,2025-05-08
28609,5,62,OUT,61,2025-02-18
28610,2,49,OUT,46,2025-03-01
28611,3,63,IN,96,2025-03-03
28612,4,88,RETURN,12,2025-06-14
28613,3,16,OUT,24,2025-03-20
28614,4,29,OUT,30,2025-01-25
28615,3,91,RETURN,64,2025-01-16
28616,3,24,OUT,73,2025-06-07
28617,2,11,OUT,69,2025-01-16
28618,1,14,IN,66,2025-01-22
28619,3,78,IN,4,2025-04-19
28620,4,70,OUT,90,2025-05-17
28621,1,16,OUT,9,2025-04-25
28622,2,5,IN,18,2025-05-05
28623,3,75,OUT,6,2025-02-02
28624,3,47,IN,81,2025-05-10
28625,5,95,OUT,24,2025-01-12
28626,4,93,OUT,9,2025-02-03
28627,4,95,OUT,26,2025-04-04
28628,4,8,OUT,72,2025-06-06
28629,1,42,OUT,99,2025-05-27
28630,2,32,OUT,96,2025-05-29
28631,2,61,OUT,24,2025-05-31
28632,1,59,IN,72,2025-01-20
28633,1,85,IN,81,2025-03-18
28634,1,94,OUT,48,2025-06-26
28635,5,2,OUT,96,2025-06-24
28636,2,99,OUT,88,2025-02-24
28637,2,6,IN,61,2025-05-16
28638,4,32,IN,38,2025-02-15
28639,1,81,IN,62,2025-05-03
28640,2,35,OUT,81,2025-05-10
28641,3,95,OUT,43,2025-03-11
28642,1,78,OUT,63,2025-01-27
28643,3,22,OUT,2,2025-04-06
28644,1,33,RETURN,83,2025-03-11
28645,3,99,OUT,1,2025-04-27
28646,3,2,OUT,17,2025-01-04
28647,4,66,OUT,49,2025-01-13
28648,4,48,IN,60,2025-06-13
28649,4,18,IN,73,2025-01-09
28650,1,32,OUT,70,2025-06-18
28651,1,24,OUT,34,2025-06-13
28652,4,36,OUT,10,2025-05-15
28653,4,55,IN,47,2025-04-21
28654,1,91,RETURN,82,2025-05-24
28655,2,67,OUT,34,2025-04-07
28656,2,61,OUT,49,2025-05-20
28657,5,97,RETURN,50,2025-02-25
28658,5,16,IN,16,2025-03-07
28659,3,59,OUT,21,2025-06-18
28660,1,37,OUT,39,2025-04-27
28661,1,30,IN,17,2025-04-20
28662,3,92,OUT,93,2025-05-14
28663,4,83,RETURN,99,2025-06-23
28664,5,91,OUT,62,2025-04-15
28665,5,28,OUT,54,2025-03-19
28666,1,99,OUT,9,2025-02-15
28667,3,56,OUT,87,2025-03-29
28668,2,45,OUT,27,2025-05-15
28669,5,80,IN,20,2025-04-06
28670,3,8,OUT,27,2025-05-05
28671,5,90,OUT,40,2025-02-17
28672,1,57,OUT,34,2025-06-08
28673,4,67,OUT,52,2025-02-06
28674,4,62,OUT,47,2025-04-04
28675,2,50,IN,16,2025-05-10
28676,2,87,OUT,18,2025-03-30
28677,5,85,IN,47,2025-03-26
28678,2,55,OUT,12,2025-03-06
28679,2,96,OUT,77,2025-05-01
28680,2,41,OUT,85,2025-06-06
28681,1,52,IN,50,2025-06-09
28682,4,87,OUT,89,2025-02-04
28683,3,69,ADJUSTMENT,60,2025-02-28
28684,3,4,IN,79,2025-04-05
28685,3,10,RETURN,8,2025-06-02
28686,1,28,OUT,14,2025-05-19
28687,2,2,OUT,97,2025-02-19
28688,5,82,IN,36,2025-04-09
28689,3,36,IN,55,2025-06-02
28690,3,60,OUT,88,2025-03-25
28691,4,43,OUT,36,2025-05-29
28692,3,92,RETURN,10,2025-05-18
28693,3,100,OUT,94,2025-05-16
28694,4,27,OUT,50,2025-02-24
28695,4,79,OUT,66,2025-04-28
28696,2,92,OUT,60,2025-06-04
28697,3,8,OUT,63,2025-06-16
28698,1,79,RETURN,70,2025-02-25
28699,4,22,OUT,63,2025-04-05
28700,3,26,OUT,47,2025-03-05
28701,5,59,RETURN,58,2025-05-06
28702,5,93,OUT,47,2025-05-20
28703,5,32,IN,57,2025-02-13
28704,4,12,RETURN,35,2025-04-12
28705,5,100,OUT,71,2025-01-25
28706,3,49,RETURN,58,2025-01-11
28707,4,92,OUT,9,2025-04-05
28708,1,52,OUT,65,2025-02-04
28709,1,100,OUT,8,2025-05-17
28710,5,17,OUT,20,2025-04-27
28711,4,60,ADJUSTMENT,84,2025-01-22
28712,1,60,IN,89,2025-05-08
28713,1,90,ADJUSTMENT,98,2025-06-28
28714,2,29,OUT,31,2025-05-29
28715,1,66,IN,8,2025-03-11
28716,4,13,OUT,75,2025-01-13
28717,3,92,RETURN,8,2025-03-30
28718,2,94,OUT,40,2025-02-16
28719,4,92,OUT,88,2025-02-11
28720,1,45,OUT,20,2025-05-29
28721,5,43,OUT,9,2025-04-13
28722,1,11,OUT,22,2025-01-25
28723,1,69,OUT,16,2025-02-26
28724,3,37,OUT,100,2025-02-06
28725,2,94,OUT,53,2025-02-25
28726,1,88,IN,74,2025-04-13
28727,3,19,OUT,79,2025-05-11
28728,2,77,OUT,64,2025-05-02
28729,3,49,IN,62,2025-03-28
28730,3,6,OUT,17,2025-03-13
28731,4,32,OUT,40,2025-03-22
28732,4,41,OUT,11,2025-03-18
28733,4,66,IN,66,2025-05-21
28734,4,43,RETURN,68,2025-03-30
28735,2,26,OUT,35,2025-03-18
28736,1,24,OUT,59,2025-06-08
28737,1,13,OUT,75,2025-02-24
28738,4,92,IN,87,2025-04-14
28739,3,84,IN,93,2025-03-27
28740,5,57,OUT,7,2025-04-21
28741,3,1,OUT,73,2025-06-18
28742,5,89,OUT,79,2025-03-21
28743,1,72,IN,91,2025-03-24
28744,2,64,IN,10,2025-05-22
28745,2,91,OUT,25,2025-05-16
28746,2,82,OUT,33,2025-02-03
28747,1,11,OUT,34,2025-04-17
28748,5,13,RETURN,54,2025-02-14
28749,4,30,IN,88,2025-01-17
28750,2,52,OUT,67,2025-03-28
28751,2,44,IN,15,2025-02-10
28752,3,1,IN,16,2025-05-07
28753,1,37,OUT,65,2025-05-03
28754,2,80,IN,57,2025-06-24
28755,4,10,OUT,30,2025-04-23
28756,4,41,OUT,65,2025-05-12
28757,4,40,IN,32,2025-01-29
28758,2,97,OUT,73,2025-05-28
28759,2,53,OUT,53,2025-06-21
28760,5,91,OUT,26,2025-01-28
28761,4,28,OUT,14,2025-03-08
28762,1,15,RETURN,57,2025-05-10
28763,3,98,IN,91,2025-03-21
28764,4,60,OUT,79,2025-03-27
28765,3,54,OUT,12,2025-02-24
28766,3,9,OUT,30,2025-02-04
28767,2,49,OUT,22,2025-01-13
28768,4,84,RETURN,20,2025-03-14
28769,1,81,OUT,73,2025-04-27
28770,4,34,OUT,62,2025-02-28
28771,1,16,OUT,12,2025-02-13
28772,3,11,RETURN,67,2025-01-29
28773,1,77,OUT,66,2025-06-08
28774,4,96,OUT,70,2025-06-04
28775,5,14,OUT,18,2025-03-18
28776,2,12,IN,84,2025-04-26
28777,2,13,OUT,61,2025-04-28
28778,1,42,OUT,90,2025-01-01
28779,5,20,OUT,9,2025-01-04
28780,1,74,IN,72,2025-02-23
28781,5,36,OUT,24,2025-02-21
28782,5,80,OUT,97,2025-05-01
28783,1,33,IN,43,2025-03-20
28784,4,7,OUT,77,2025-04-07
28785,4,50,IN,72,2025-05-16
28786,4,69,IN,14,2025-06-12
28787,1,100,ADJUSTMENT,58,2025-03-03
28788,4,96,OUT,51,2025-03-11
28789,5,9,IN,43,2025-06-08
28790,4,89,OUT,72,2025-02-13
28791,5,54,IN,60,2025-06-01
28792,3,51,RETURN,99,2025-02-03
28793,5,32,OUT,2,2025-03-29
28794,5,68,IN,10,2025-06-19
28795,1,38,OUT,17,2025-02-16
28796,3,20,OUT,80,2025-05-13
28797,1,11,RETURN,81,2025-03-11
28798,3,11,IN,66,2025-03-16
28799,4,22,IN,19,2025-01-05
28800,3,85,IN,46,2025-01-23
28801,4,38,OUT,90,2025-04-08
28802,2,55,OUT,76,2025-02-15
28803,3,95,OUT,21,2025-04-15
28804,4,65,OUT,74,2025-03-30
28805,3,29,OUT,67,2025-02-26
28806,2,40,IN,44,2025-03-02
28807,2,8,RETURN,35,2025-01-18
28808,4,69,OUT,12,2025-01-03
28809,3,93,IN,74,2025-01-01
28810,3,28,RETURN,85,2025-05-29
28811,3,62,OUT,69,2025-02-13
28812,5,72,OUT,69,2025-06-14
28813,3,45,OUT,92,2025-05-01
28814,3,23,OUT,97,2025-05-31
28815,5,3,IN,33,2025-05-21
28816,1,26,OUT,80,2025-02-22
28817,2,73,IN,84,2025-05-03
28818,2,14,IN,66,2025-05-07
28819,1,86,OUT,16,2025-02-20
28820,5,95,OUT,16,2025-04-13
28821,4,29,RETURN,32,2025-03-31
28822,1,72,RETURN,95,2025-03-17
28823,3,67,OUT,34,2025-02-01
28824,5,100,ADJUSTMENT,88,2025-03-22
28825,2,5,OUT,27,2025-03-28
28826,5,96,IN,79,2025-02-17
28827,2,24,OUT,87,2025-05-23
28828,5,4,OUT,34,2025-05-18
28829,3,1,OUT,49,2025-01-06
28830,4,67,OUT,100,2025-02-15
28831,2,40,OUT,93,2025-06-03
28832,2,100,IN,96,2025-03-22
28833,5,51,OUT,54,2025-03-15
28834,3,26,IN,10,2025-05-11
28835,1,74,OUT,94,2025-05-21
28836,5,56,OUT,63,2025-04-07
28837,4,87,OUT,15,2025-02-28
28838,4,61,OUT,18,2025-04-17
28839,5,21,RETURN,73,2025-02-26
28840,2,63,OUT,17,2025-03-11
28841,1,83,ADJUSTMENT,88,2025-04-08
28842,3,89,OUT,45,2025-06-07
28843,4,95,OUT,58,2025-04-14
28844,5,11,OUT,17,2025-06-01
28845,5,46,OUT,72,2025-01-09
28846,5,66,OUT,31,2025-04-29
28847,5,64,OUT,44,2025-03-10
28848,3,88,OUT,78,2025-02-10
28849,2,26,IN,82,2025-04-07
28850,2,54,RETURN,39,2025-01-26
28851,3,39,ADJUSTMENT,75,2025-06-12
28852,2,95,IN,39,2025-02-28
28853,3,62,IN,21,2025-06-13
28854,3,29,OUT,83,2025-06-15
28855,2,76,ADJUSTMENT,21,2025-05-13
28856,4,24,OUT,42,2025-05-17
28857,3,29,OUT,91,2025-03-18
28858,5,99,OUT,25,2025-03-22
28859,2,76,OUT,36,2025-06-16
28860,1,37,OUT,40,2025-01-28
28861,1,70,IN,87,2025-04-01
28862,4,71,OUT,15,2025-03-25
28863,2,40,ADJUSTMENT,33,2025-06-17
28864,1,94,OUT,39,2025-03-03
28865,5,79,ADJUSTMENT,17,2025-06-07
28866,2,41,OUT,56,2025-05-19
28867,3,6,IN,86,2025-05-03
28868,1,35,IN,91,2025-06-14
28869,4,73,OUT,64,2025-02-18
28870,3,65,OUT,29,2025-02-20
28871,5,67,OUT,95,2025-05-07
28872,1,39,IN,9,2025-01-05
28873,2,78,OUT,70,2025-02-15
28874,1,63,OUT,87,2025-04-21
28875,5,42,ADJUSTMENT,36,2025-03-06
28876,4,86,OUT,76,2025-04-24
28877,1,97,OUT,48,2025-04-09
28878,4,6,OUT,33,2025-01-13
28879,3,15,OUT,28,2025-04-20
28880,3,82,ADJUSTMENT,4,2025-03-17
28881,5,3,OUT,85,2025-01-28
28882,3,39,IN,94,2025-01-17
28883,5,96,RETURN,57,2025-01-30
28884,3,77,OUT,89,2025-05-03
28885,5,18,OUT,49,2025-01-20
28886,2,12,IN,11,2025-01-14
28887,5,16,RETURN,61,2025-03-24
28888,4,82,IN,23,2025-04-30
28889,3,5,IN,76,2025-05-18
28890,4,5,IN,66,2025-03-22
28891,5,81,OUT,17,2025-04-24
28892,5,28,OUT,41,2025-06-22
28893,4,40,IN,23,2025-01-24
28894,4,45,IN,53,2025-02-21
28895,1,80,OUT,65,2025-03-26
28896,3,100,ADJUSTMENT,32,2025-05-13
28897,5,61,IN,6,2025-03-23
28898,2,82,ADJUSTMENT,30,2025-05-23
28899,5,16,OUT,95,2025-01-24
28900,1,38,OUT,2,2025-03-02
28901,2,83,OUT,70,2025-06-21
28902,5,87,IN,43,2025-04-12
28903,2,86,OUT,53,2025-01-23
28904,2,3,ADJUSTMENT,61,2025-02-24
28905,2,23,OUT,9,2025-04-27
28906,3,4,RETURN,53,2025-03-29
28907,4,44,OUT,52,2025-05-07
28908,2,18,IN,59,2025-01-25
28909,3,40,OUT,15,2025-01-17
28910,2,89,OUT,18,2025-03-01
28911,2,19,OUT,73,2025-06-18
28912,2,88,OUT,88,2025-05-12
28913,1,80,IN,44,2025-03-22
28914,1,78,IN,45,2025-01-14
28915,5,78,RETURN,63,2025-02-01
28916,3,53,OUT,42,2025-01-25
28917,4,32,OUT,23,2025-04-29
