ReturnID,OrderID,CustomerID,ProductID,ReturnedQuantity,Reason,Status,RefundAmount
1034,107946,1774,95,3,Product Condition Not Good,Rejected,18
1035,107950,1156,28,5,Different Product Received,Approved,5855
1036,107960,505,45,6,Changed with Another Product,Rejected,834
1037,107960,505,41,4,Changed with Another Product,Pending,16
1038,107987,1136,45,2,Color Mismatch,Rejected,278
1039,107988,1340,47,3,Color Mismatch,Pending,213
1040,108000,691,21,1,Changed with Another Product,Pending,232
1041,108001,1085,19,3,Product Condition Not Good,Rejected,4281
1042,108001,1085,36,1,Changed with Another Product,Refunded,220
1043,108022,444,41,3,Changed with Another Product,Refunded,12
1044,108022,444,68,3,Color Mismatch,Refunded,2859
1045,108059,840,51,4,Changed with Another Product,Pending,2888
1046,108074,1320,57,1,Changed with Another Product,Approved,712
1047,108074,1320,59,1,Changed with Another Product,Pending,95
1048,108074,1320,83,3,Changed with Another Product,Rejected,3618
1049,108093,1629,56,5,Product Condition Not Good,Rejected,445
1050,108119,746,93,1,Changed with Another Product,Refunded,1214
1051,108119,746,64,6,Color Mismatch,Approved,1092
1052,108119,746,18,4,Product Condition Not Good,Approved,5472
1053,108119,746,65,6,Color Mismatch,Refunded,3912
1054,108138,7,84,3,Color Mismatch,Approved,3945
1055,108147,986,60,6,Color Mismatch,Refunded,1482
1056,108159,1884,56,2,Product Condition Not Good,Refunded,178
1057,108159,1884,4,9,Changed with Another Product,Refunded,7857
1058,108159,1884,40,6,Different Product Received,Rejected,1452
1059,108165,50,91,3,Color Mismatch,Refunded,9
1060,108211,905,39,1,Color Mismatch,Approved,1180
1061,108211,905,57,3,Product Condition Not Good,Approved,2136
1062,108211,905,9,6,Changed with Another Product,Pending,1212
1063,108223,1311,11,4,Product Condition Not Good,Approved,2292
1064,108229,1599,41,2,Color Mismatch,Approved,8
1065,108229,1599,50,7,Changed with Another Product,Approved,4536
1066,108229,1599,62,5,Different Product Received,Refunded,1855
1067,108241,703,68,4,Different Product Received,Rejected,3812
1068,108241,703,100,1,Color Mismatch,Rejected,358
1069,108300,793,19,7,Changed with Another Product,Rejected,9989
1070,108300,793,75,7,Product Condition Not Good,Approved,7553
1071,108300,793,28,1,Product Condition Not Good,Pending,1171
1072,108300,793,53,3,Product Condition Not Good,Approved,1335
1073,108309,1993,62,5,Product Condition Not Good,Approved,1855
1074,108317,738,6,1,Product Condition Not Good,Approved,631
1075,108317,738,100,2,Different Product Received,Rejected,716
1076,108328,1213,16,5,Color Mismatch,Approved,70
1077,108341,1543,66,2,Color Mismatch,Rejected,532
1078,108341,1543,55,7,Different Product Received,Pending,9268
1079,108341,1543,65,3,Product Condition Not Good,Refunded,1956
1080,108368,1045,79,2,Color Mismatch,Refunded,308
1081,108368,1045,42,3,Product Condition Not Good,Approved,648
1082,108396,1242,77,4,Color Mismatch,Pending,3576
1083,108397,60,19,6,Color Mismatch,Rejected,8562
1084,108409,1364,52,3,Product Condition Not Good,Pending,687
1085,108409,1364,10,1,Color Mismatch,Pending,1002
1086,108409,1364,14,9,Changed with Another Product,Refunded,1395
1087,108439,467,55,1,Changed with Another Product,Refunded,1324
1088,108439,467,23,7,Color Mismatch,Approved,7420
1089,108439,467,31,1,Color Mismatch,Refunded,84
1090,108476,878,48,3,Different Product Received,Approved,1263
1091,108476,878,67,2,Different Product Received,Pending,976
1092,108476,878,51,4,Color Mismatch,Approved,2888
1093,108476,878,34,3,Color Mismatch,Rejected,264
1094,108476,878,76,1,Product Condition Not Good,Approved,140
1095,108495,1306,31,3,Color Mismatch,Rejected,252
1096,108502,314,66,7,Color Mismatch,Refunded,1862
1097,108503,1513,15,4,Product Condition Not Good,Rejected,2924
1098,108515,1704,28,3,Product Condition Not Good,Pending,3513
1099,108537,728,56,1,Changed with Another Product,Refunded,89
1100,108537,728,38,1,Different Product Received,Refunded,1193
1101,108537,728,34,1,Changed with Another Product,Pending,88
1102,108552,1186,16,2,Color Mismatch,Refunded,28
1103,108569,1981,76,3,Product Condition Not Good,Refunded,420
1104,108569,1981,43,3,Color Mismatch,Approved,3636
1105,108569,1981,42,2,Changed with Another Product,Rejected,432
1106,108586,1988,24,7,Different Product Received,Rejected,6069
1107,108589,1458,24,3,Different Product Received,Pending,2601
1108,108589,1458,21,2,Product Condition Not Good,Pending,464
1109,108589,1458,78,7,Changed with Another Product,Approved,7826
1110,108594,541,93,8,Different Product Received,Rejected,9712
1111,108594,541,52,3,Product Condition Not Good,Refunded,687
1112,108610,716,96,5,Different Product Received,Approved,100
1113,108617,1570,86,1,Color Mismatch,Refunded,25
1114,108623,1712,16,1,Different Product Received,Rejected,14
1115,108637,153,67,8,Product Condition Not Good,Rejected,3904
1116,108690,1397,89,2,Changed with Another Product,Approved,248
1117,108693,462,16,4,Changed with Another Product,Pending,56
1118,108693,462,8,3,Color Mismatch,Rejected,597
1119,108693,462,72,1,Changed with Another Product,Pending,107
1120,108695,331,50,8,Different Product Received,Refunded,5184
1121,108700,246,76,1,Changed with Another Product,Refunded,140
1122,108700,246,13,1,Color Mismatch,Approved,21
1123,108700,246,22,1,Changed with Another Product,Refunded,3
1124,108700,246,68,4,Different Product Received,Pending,3812
1125,108702,1814,19,2,Different Product Received,Pending,2854
1126,108702,1814,90,2,Changed with Another Product,Approved,8
1127,108702,1814,25,5,Changed with Another Product,Approved,215
1128,108714,846,14,3,Color Mismatch,Approved,465
1129,108714,846,1,1,Changed with Another Product,Pending,231
1130,108714,846,15,2,Changed with Another Product,Pending,1462
1131,108720,348,33,2,Changed with Another Product,Approved,294
1132,108720,348,93,10,Product Condition Not Good,Refunded,12140
1133,108720,348,62,2,Color Mismatch,Pending,742
1134,108720,348,3,3,Color Mismatch,Refunded,4167
1135,108735,17,6,3,Color Mismatch,Refunded,1893
1136,108739,1622,57,1,Color Mismatch,Rejected,712
1137,108745,27,9,6,Changed with Another Product,Refunded,1212
1138,108746,1233,55,2,Color Mismatch,Pending,2648
1139,108746,1233,18,3,Different Product Received,Approved,4104
1140,108746,1233,73,3,Color Mismatch,Rejected,3189
1141,108746,1233,63,6,Color Mismatch,Pending,42
1142,108760,1623,68,6,Color Mismatch,Pending,5718
1143,108760,1623,36,3,Product Condition Not Good,Pending,660
1144,108773,1124,59,1,Changed with Another Product,Pending,95
1145,108773,1124,6,3,Changed with Another Product,Rejected,1893
1146,108774,1368,90,1,Product Condition Not Good,Pending,4
1147,108774,1368,94,8,Color Mismatch,Refunded,704
1148,108789,708,75,1,Different Product Received,Approved,1079
1149,108799,1592,81,1,Product Condition Not Good,Approved,93
1150,108799,1592,97,2,Changed with Another Product,Refunded,70
1151,108801,714,65,1,Color Mismatch,Pending,652
1152,108826,1138,14,1,Different Product Received,Approved,155
1153,108834,164,75,2,Changed with Another Product,Rejected,2158
1154,108836,736,13,8,Changed with Another Product,Pending,168
1155,108843,1800,52,1,Changed with Another Product,Rejected,229
1156,108848,1735,83,4,Different Product Received,Pending,4824
1157,108848,1735,74,5,Changed with Another Product,Rejected,45
1158,108852,1487,34,2,Color Mismatch,Pending,176
1159,108870,62,53,1,Product Condition Not Good,Approved,445
1160,108870,62,61,3,Different Product Received,Refunded,3639
1161,108870,62,98,7,Color Mismatch,Approved,21
1162,108870,62,78,6,Product Condition Not Good,Rejected,6708
1163,108881,125,51,4,Product Condition Not Good,Refunded,2888
1164,108918,836,67,1,Color Mismatch,Pending,488
1165,108918,836,24,1,Color Mismatch,Pending,867
1166,108931,720,5,1,Different Product Received,Rejected,1329
1167,108948,1121,58,2,Different Product Received,Pending,494
1168,108949,1734,78,2,Color Mismatch,Refunded,2236
1169,108951,1397,55,7,Different Product Received,Approved,9268
1170,108951,1397,24,3,Color Mismatch,Rejected,2601
1171,108951,1397,58,1,Different Product Received,Approved,247
1172,108958,1625,8,4,Product Condition Not Good,Rejected,796
1173,108966,1591,41,1,Changed with Another Product,Rejected,4
1174,108966,1591,21,4,Product Condition Not Good,Refunded,928
1175,108966,1591,97,10,Changed with Another Product,Refunded,350
1176,108981,1652,78,4,Different Product Received,Pending,4472
1177,108981,1652,46,2,Different Product Received,Approved,2154
1178,108991,397,26,2,Changed with Another Product,Approved,2402
1179,109006,1844,85,3,Product Condition Not Good,Approved,1365
1180,109012,1303,51,2,Different Product Received,Rejected,1444
1181,109012,1303,3,1,Changed with Another Product,Rejected,1389
1182,109015,1845,65,2,Changed with Another Product,Approved,1304
1183,109015,1845,33,7,Color Mismatch,Rejected,1029
1184,109015,1845,58,1,Product Condition Not Good,Refunded,247
1185,109025,1506,8,6,Color Mismatch,Approved,1194
1186,109025,1506,45,3,Different Product Received,Pending,417
1187,109031,1848,75,1,Different Product Received,Rejected,1079
1188,109056,1788,19,1,Color Mismatch,Pending,1427
1189,109064,789,39,9,Color Mismatch,Approved,10620
1190,109067,394,2,2,Color Mismatch,Pending,1584
1191,109079,420,95,2,Color Mismatch,Rejected,12
1192,109079,420,52,2,Changed with Another Product,Rejected,458
1193,109079,420,36,3,Changed with Another Product,Approved,660
1194,109079,420,62,2,Color Mismatch,Rejected,742
1195,109090,1057,81,4,Product Condition Not Good,Refunded,372
1196,109091,1229,46,2,Product Condition Not Good,Rejected,2154
1197,109091,1229,83,1,Product Condition Not Good,Pending,1206
1198,109117,943,12,2,Product Condition Not Good,Rejected,1460
1199,109117,943,63,2,Changed with Another Product,Pending,14
1200,109164,1971,7,6,Changed with Another Product,Pending,1206
1201,109164,1971,99,5,Different Product Received,Pending,6660
1202,109164,1971,82,2,Different Product Received,Refunded,18
1203,109167,504,39,3,Changed with Another Product,Pending,3540
1204,109172,540,7,2,Changed with Another Product,Pending,402
1205,109174,964,65,3,Changed with Another Product,Rejected,1956
1206,109175,1900,87,2,Product Condition Not Good,Pending,858
1207,109175,1900,98,2,Product Condition Not Good,Approved,6
1208,109175,1900,50,6,Product Condition Not Good,Approved,3888
1209,109178,339,56,2,Changed with Another Product,Rejected,178
1210,109178,339,42,1,Different Product Received,Approved,216
1211,109178,339,22,1,Color Mismatch,Refunded,3
1212,109179,1541,38,1,Color Mismatch,Refunded,1193
1213,109190,1096,47,6,Different Product Received,Rejected,426
1214,109190,1096,66,2,Product Condition Not Good,Pending,532
1215,109190,1096,67,5,Product Condition Not Good,Pending,2440
1216,109221,692,65,4,Color Mismatch,Rejected,2608
1217,109221,692,3,1,Product Condition Not Good,Refunded,1389
1218,109222,1396,49,3,Changed with Another Product,Refunded,183
1219,109223,613,96,3,Product Condition Not Good,Rejected,60
1220,109226,1320,82,4,Product Condition Not Good,Pending,36
1221,109312,1672,64,1,Color Mismatch,Approved,182
1222,109312,1672,81,4,Changed with Another Product,Pending,372
1223,109316,853,33,2,Product Condition Not Good,Rejected,294
1224,109336,117,33,3,Color Mismatch,Approved,441
1225,109336,117,4,1,Changed with Another Product,Refunded,873
1226,109355,1372,75,3,Product Condition Not Good,Pending,3237
1227,109358,215,7,5,Color Mismatch,Approved,1005
1228,109375,982,36,1,Different Product Received,Rejected,220
1229,109375,982,46,6,Different Product Received,Approved,6462
1230,109375,982,92,4,Product Condition Not Good,Refunded,1904
1231,109387,123,69,2,Color Mismatch,Approved,1424
1232,109410,612,53,2,Product Condition Not Good,Refunded,890
1233,109410,612,26,1,Color Mismatch,Rejected,1201
1234,109414,1583,84,2,Different Product Received,Approved,2630
1235,109419,554,59,8,Different Product Received,Pending,760
1236,109419,554,44,2,Changed with Another Product,Rejected,336
1237,109419,554,25,5,Color Mismatch,Refunded,215
1238,109419,554,66,4,Changed with Another Product,Approved,1064
1239,109422,409,45,6,Changed with Another Product,Approved,834
1240,109422,409,34,9,Different Product Received,Refunded,792
1241,109422,409,39,5,Changed with Another Product,Pending,5900
1242,109422,409,79,5,Changed with Another Product,Rejected,770
1243,109450,142,62,7,Different Product Received,Approved,2597
1244,109450,142,47,2,Changed with Another Product,Refunded,142
1245,109480,28,37,3,Changed with Another Product,Refunded,1479
1246,109546,172,25,10,Different Product Received,Refunded,430
1247,109546,172,28,1,Color Mismatch,Pending,1171
1248,109546,172,22,10,Changed with Another Product,Approved,30
1249,109560,1565,94,3,Different Product Received,Rejected,264
1250,109585,1286,57,4,Changed with Another Product,Rejected,2848
1251,109613,836,1,2,Changed with Another Product,Refunded,462
1252,109614,480,69,8,Product Condition Not Good,Approved,5696
1253,109614,480,27,2,Color Mismatch,Pending,418
1254,109614,480,98,10,Different Product Received,Rejected,30
1255,109614,480,90,3,Color Mismatch,Refunded,12
1256,109614,480,40,1,Color Mismatch,Pending,242
1257,109624,1893,44,4,Product Condition Not Good,Refunded,672
1258,109624,1893,90,3,Changed with Another Product,Refunded,12
1259,109624,1893,11,3,Different Product Received,Rejected,1719
1260,109624,1893,37,3,Different Product Received,Pending,1479
1261,109624,1893,87,4,Different Product Received,Refunded,1716
1262,109628,71,69,2,Different Product Received,Refunded,1424
1263,109628,71,50,8,Different Product Received,Pending,5184
1264,109628,71,68,3,Different Product Received,Refunded,2859
1265,109635,1533,8,2,Changed with Another Product,Pending,398
1266,109635,1533,63,1,Different Product Received,Rejected,7
1267,109638,847,63,3,Color Mismatch,Rejected,21
1268,109642,828,13,1,Product Condition Not Good,Refunded,21
1269,109642,828,73,8,Changed with Another Product,Rejected,8504
1270,109642,828,51,9,Changed with Another Product,Refunded,6498
1271,109642,828,36,6,Different Product Received,Pending,1320
1272,109655,1206,18,4,Different Product Received,Pending,5472
1273,109665,505,95,5,Color Mismatch,Refunded,30
1274,109665,505,92,7,Changed with Another Product,Rejected,3332
1275,109665,505,77,5,Color Mismatch,Pending,4470
1276,109669,1638,77,5,Color Mismatch,Pending,4470
1277,109669,1638,60,2,Product Condition Not Good,Pending,494
1278,109686,1920,30,2,Color Mismatch,Refunded,2520
1279,109686,1920,64,1,Changed with Another Product,Pending,182
1280,109686,1920,56,2,Color Mismatch,Approved,178
1281,109686,1920,96,8,Product Condition Not Good,Pending,160
1282,109722,222,81,3,Product Condition Not Good,Rejected,279
1283,109722,222,22,4,Product Condition Not Good,Rejected,12
1284,109722,222,15,1,Changed with Another Product,Approved,731
1285,109722,222,35,7,Color Mismatch,Rejected,2842
1286,109729,928,36,2,Changed with Another Product,Pending,440
1287,109741,1908,40,2,Color Mismatch,Refunded,484
1288,109748,1602,69,2,Product Condition Not Good,Pending,1424
1289,109748,1602,3,1,Changed with Another Product,Approved,1389
1290,109770,280,67,1,Changed with Another Product,Refunded,488
1291,109784,1141,96,2,Color Mismatch,Approved,40
1292,109784,1141,32,1,Different Product Received,Rejected,89
1293,109787,131,56,3,Color Mismatch,Pending,267
1294,109787,131,47,3,Changed with Another Product,Approved,213
1295,109787,131,26,5,Different Product Received,Rejected,6005
1296,109789,628,89,3,Color Mismatch,Pending,372
1297,109819,1836,21,7,Color Mismatch,Approved,1624
1298,109819,1836,40,5,Different Product Received,Rejected,1210
1299,109819,1836,81,7,Different Product Received,Rejected,651
1300,109819,1836,31,4,Changed with Another Product,Rejected,336
1301,109820,1021,99,3,Changed with Another Product,Rejected,3996
1302,109821,1547,78,2,Color Mismatch,Rejected,2236
1303,109852,1866,14,6,Different Product Received,Approved,930
1304,109852,1866,31,2,Color Mismatch,Approved,168
1305,109869,462,100,2,Different Product Received,Refunded,716
1306,109895,335,36,2,Product Condition Not Good,Refunded,440
1307,109895,335,46,1,Different Product Received,Pending,1077
1308,109895,335,81,1,Different Product Received,Rejected,93
1309,109910,4,29,2,Color Mismatch,Approved,412
1310,109910,4,18,1,Color Mismatch,Refunded,1368
1311,109910,4,53,3,Different Product Received,Pending,1335
1312,109933,1676,72,7,Color Mismatch,Rejected,749
1313,109935,1881,45,1,Different Product Received,Pending,139
1314,109935,1881,11,1,Color Mismatch,Refunded,573
1315,109944,244,74,2,Product Condition Not Good,Rejected,18
1316,109953,897,20,4,Different Product Received,Refunded,404
1317,109953,897,21,3,Changed with Another Product,Rejected,696
1318,109953,897,7,1,Changed with Another Product,Pending,201
1319,109953,897,67,2,Changed with Another Product,Approved,976
1320,109953,897,1,1,Color Mismatch,Refunded,231
1321,109980,877,10,3,Product Condition Not Good,Approved,3006
1322,110002,157,85,1,Different Product Received,Rejected,455
1323,110002,157,49,3,Changed with Another Product,Pending,183
1324,110002,157,84,6,Changed with Another Product,Rejected,7890
1325,110022,250,52,4,Changed with Another Product,Refunded,916
1326,110022,250,79,7,Changed with Another Product,Pending,1078
1327,110022,250,72,9,Color Mismatch,Pending,963
1328,110052,706,48,3,Changed with Another Product,Pending,1263
1329,110053,1529,66,6,Changed with Another Product,Pending,1596
1330,110053,1529,47,4,Product Condition Not Good,Approved,284
1331,110053,1529,24,4,Color Mismatch,Approved,3468
1332,110053,1529,7,7,Product Condition Not Good,Rejected,1407
1333,110053,1529,83,2,Color Mismatch,Approved,2412
1334,110054,1862,95,3,Color Mismatch,Pending,18
1335,110054,1862,86,2,Changed with Another Product,Rejected,50
1336,110059,319,95,1,Product Condition Not Good,Rejected,6
1337,110059,319,3,1,Product Condition Not Good,Refunded,1389
1338,110059,319,79,2,Changed with Another Product,Pending,308
1339,110069,222,95,2,Color Mismatch,Approved,12
1340,110077,285,97,2,Color Mismatch,Approved,70
1341,110085,1742,58,1,Product Condition Not Good,Pending,247
1342,110127,757,68,7,Changed with Another Product,Approved,6671
1343,110260,648,27,3,Color Mismatch,Rejected,627
1344,110260,648,78,8,Color Mismatch,Pending,8944
1345,110276,1233,74,8,Color Mismatch,Refunded,72
1346,110285,1189,95,1,Changed with Another Product,Pending,6
1347,110331,1085,52,1,Product Condition Not Good,Pending,229
1348,110346,854,39,2,Different Product Received,Approved,2360
1349,110346,854,1,2,Product Condition Not Good,Pending,462
1350,110353,1963,20,4,Different Product Received,Pending,404
1351,110374,1938,56,1,Product Condition Not Good,Refunded,89
1352,110378,1250,42,5,Product Condition Not Good,Pending,1080
1353,110380,442,78,1,Product Condition Not Good,Rejected,1118
1354,110383,1528,16,2,Changed with Another Product,Pending,28
1355,110383,1528,56,2,Product Condition Not Good,Approved,178
1356,110431,1313,66,6,Product Condition Not Good,Approved,1596
1357,110431,1313,80,9,Product Condition Not Good,Rejected,702
1358,110461,849,19,6,Changed with Another Product,Pending,8562
1359,110461,849,65,10,Different Product Received,Approved,6520
1360,110461,849,86,4,Color Mismatch,Pending,100
1361,110495,1988,85,1,Changed with Another Product,Pending,455
1362,110516,1895,88,4,Changed with Another Product,Rejected,1776
1363,110516,1895,3,7,Color Mismatch,Rejected,9723
1364,110516,1895,1,2,Different Product Received,Approved,462
1365,110532,14,38,1,Product Condition Not Good,Pending,1193
1366,110532,14,25,2,Different Product Received,Pending,86
1367,110532,14,12,1,Product Condition Not Good,Refunded,730
1368,110538,1384,3,1,Product Condition Not Good,Refunded,1389
1369,110538,1384,16,7,Product Condition Not Good,Rejected,98
1370,110538,1384,33,2,Changed with Another Product,Approved,294
1371,110541,642,38,1,Product Condition Not Good,Pending,1193
1372,110541,642,31,1,Color Mismatch,Approved,84
1373,110551,1116,70,5,Color Mismatch,Rejected,6240
1374,110551,1116,7,3,Product Condition Not Good,Pending,603
1375,110551,1116,78,3,Product Condition Not Good,Pending,3354
1376,110567,1130,7,3,Changed with Another Product,Approved,603
1377,110574,1727,83,2,Product Condition Not Good,Refunded,2412
1378,110574,1727,95,5,Color Mismatch,Pending,30
1379,110574,1727,87,3,Product Condition Not Good,Pending,1287
1380,110574,1727,81,1,Different Product Received,Pending,93
1381,110602,101,88,1,Changed with Another Product,Approved,444
1382,110602,101,18,6,Changed with Another Product,Pending,8208
1383,110625,292,52,3,Changed with Another Product,Rejected,687
1384,110625,292,12,3,Product Condition Not Good,Rejected,2190
1385,110629,323,19,10,Product Condition Not Good,Rejected,14270
1386,110629,323,98,3,Color Mismatch,Refunded,9
1387,110630,899,72,1,Changed with Another Product,Rejected,107
1388,110640,1079,54,1,Color Mismatch,Refunded,613
1389,110656,801,55,5,Color Mismatch,Refunded,6620
1390,110656,801,67,2,Different Product Received,Rejected,976
1391,110656,801,86,4,Changed with Another Product,Approved,100
1392,110658,861,80,4,Color Mismatch,Rejected,312
1393,110663,204,3,1,Changed with Another Product,Approved,1389
1394,110680,660,66,7,Changed with Another Product,Refunded,1862
1395,110681,998,20,6,Changed with Another Product,Pending,606
1396,110681,998,8,4,Color Mismatch,Approved,796
1397,110700,1893,20,4,Color Mismatch,Pending,404
1398,110700,1893,76,4,Color Mismatch,Pending,560
1399,110700,1893,41,8,Different Product Received,Approved,32
1400,110704,1625,55,8,Color Mismatch,Pending,10592
1401,110704,1625,33,6,Color Mismatch,Approved,882
1402,110710,178,80,6,Product Condition Not Good,Approved,468
1403,110710,178,14,2,Color Mismatch,Approved,310
1404,110712,994,36,1,Color Mismatch,Approved,220
1405,110713,1197,66,1,Color Mismatch,Approved,266
1406,110713,1197,40,1,Different Product Received,Approved,242
1407,110720,1581,11,2,Different Product Received,Refunded,1146
1408,110740,557,99,3,Different Product Received,Approved,3996
1409,110740,557,32,2,Color Mismatch,Pending,178
1410,110740,557,7,7,Changed with Another Product,Refunded,1407
1411,110740,557,44,3,Product Condition Not Good,Rejected,504
1412,110749,292,15,2,Product Condition Not Good,Pending,1462
1413,110749,292,86,4,Changed with Another Product,Refunded,100
1414,110749,292,10,4,Changed with Another Product,Rejected,4008
1415,110760,958,50,6,Changed with Another Product,Pending,3888
1416,110779,1392,69,4,Color Mismatch,Rejected,2848
1417,110811,985,43,4,Changed with Another Product,Rejected,4848
1418,110858,217,53,3,Product Condition Not Good,Refunded,1335
1419,110904,953,48,3,Product Condition Not Good,Refunded,1263
1420,110904,953,100,3,Changed with Another Product,Rejected,1074
1421,110926,1457,4,5,Color Mismatch,Pending,4365
1422,110926,1457,17,2,Product Condition Not Good,Rejected,1026
1423,110926,1457,60,4,Different Product Received,Pending,988
1424,110939,922,59,2,Different Product Received,Pending,190
1425,110939,922,76,5,Different Product Received,Pending,700
1426,110939,922,30,4,Product Condition Not Good,Approved,5040
1427,110973,1029,22,4,Color Mismatch,Refunded,12
1428,110973,1029,32,1,Product Condition Not Good,Pending,89
1429,110977,102,81,5,Different Product Received,Approved,465
1430,110991,594,26,1,Product Condition Not Good,Approved,1201
1431,110993,1706,87,5,Different Product Received,Refunded,2145
1432,110993,1706,18,3,Product Condition Not Good,Rejected,4104
1433,111012,246,72,3,Different Product Received,Refunded,321
1434,111033,1187,3,1,Different Product Received,Pending,1389
1435,111033,1187,20,5,Color Mismatch,Pending,505
1436,111060,459,63,3,Changed with Another Product,Pending,21
1437,111060,459,20,8,Changed with Another Product,Rejected,808
1438,111060,459,72,1,Product Condition Not Good,Pending,107
1439,111060,459,96,3,Changed with Another Product,Pending,60
1440,111060,459,19,7,Color Mismatch,Refunded,9989
1441,111091,1915,77,2,Color Mismatch,Rejected,1788
1442,111091,1915,59,6,Product Condition Not Good,Rejected,570
1443,111091,1915,50,4,Different Product Received,Refunded,2592
1444,111120,1471,36,3,Different Product Received,Refunded,660
1445,111126,1308,81,2,Different Product Received,Approved,186
1446,111155,290,71,1,Color Mismatch,Pending,7
1447,111155,290,1,6,Changed with Another Product,Approved,1386
1448,111180,1983,20,4,Product Condition Not Good,Approved,404
1449,111228,248,46,1,Product Condition Not Good,Rejected,1077
1450,111228,248,31,3,Color Mismatch,Rejected,252
1451,111228,248,11,2,Changed with Another Product,Rejected,1146
1452,111228,248,53,4,Changed with Another Product,Approved,1780
1453,111240,980,60,5,Changed with Another Product,Approved,1235
1454,111240,980,33,2,Product Condition Not Good,Pending,294
1455,111248,729,81,1,Changed with Another Product,Approved,93
1456,111248,729,95,7,Product Condition Not Good,Pending,42
1457,111248,729,75,5,Product Condition Not Good,Approved,5395
1458,111294,1857,22,8,Color Mismatch,Refunded,24
1459,111313,1116,16,3,Product Condition Not Good,Refunded,42
1460,111321,1483,71,1,Different Product Received,Rejected,7
1461,111345,829,22,1,Product Condition Not Good,Pending,3
1462,111356,497,18,2,Color Mismatch,Rejected,2736
1463,111356,497,4,2,Product Condition Not Good,Rejected,1746
1464,111383,465,26,2,Changed with Another Product,Pending,2402
1465,111394,1553,48,1,Different Product Received,Approved,421
1466,111394,1553,3,2,Product Condition Not Good,Refunded,2778
1467,111394,1553,66,8,Color Mismatch,Refunded,2128
1468,111415,1933,58,2,Changed with Another Product,Pending,494
1469,111415,1933,13,5,Changed with Another Product,Refunded,105
1470,111415,1933,85,4,Color Mismatch,Approved,1820
1471,111424,614,100,7,Color Mismatch,Refunded,2506
1472,111437,1427,98,4,Product Condition Not Good,Refunded,12
1473,111437,1427,72,6,Color Mismatch,Approved,642
1474,111445,1548,48,2,Color Mismatch,Rejected,842
1475,111445,1548,46,6,Changed with Another Product,Refunded,6462
1476,111445,1548,4,2,Color Mismatch,Refunded,1746
1477,111445,1548,12,3,Changed with Another Product,Refunded,2190
1478,111447,85,61,1,Different Product Received,Pending,1213
1479,111447,85,92,2,Different Product Received,Pending,952
1480,111475,1788,58,2,Product Condition Not Good,Pending,494
1481,111496,599,87,1,Product Condition Not Good,Pending,429
1482,111501,181,22,1,Changed with Another Product,Rejected,3
1483,111505,363,53,2,Color Mismatch,Approved,890
1484,111505,363,61,4,Color Mismatch,Pending,4852
1485,111505,363,27,1,Changed with Another Product,Approved,209
1486,111505,363,84,1,Product Condition Not Good,Refunded,1315
1487,111508,919,93,2,Changed with Another Product,Refunded,2428
1488,111520,1187,74,3,Different Product Received,Refunded,27
1489,111520,1187,49,2,Changed with Another Product,Refunded,122
1490,111520,1187,56,2,Product Condition Not Good,Refunded,178
1491,111571,943,83,3,Different Product Received,Approved,3618
1492,111571,943,56,2,Changed with Another Product,Approved,178
1493,111571,943,55,6,Different Product Received,Rejected,7944
1494,111571,943,24,4,Changed with Another Product,Rejected,3468
1495,111573,61,65,2,Product Condition Not Good,Rejected,1304
1496,111573,61,83,1,Color Mismatch,Rejected,1206
1497,111578,1902,45,2,Different Product Received,Approved,278
1498,111584,305,83,4,Changed with Another Product,Approved,4824
1499,111593,1175,14,1,Changed with Another Product,Approved,155
1500,111599,775,74,3,Product Condition Not Good,Approved,27
1501,111599,775,28,9,Product Condition Not Good,Rejected,10539
1502,111631,378,6,2,Changed with Another Product,Rejected,1262
1503,111631,378,95,2,Changed with Another Product,Refunded,12
1504,111631,378,49,2,Different Product Received,Pending,122
1505,111652,349,63,2,Different Product Received,Rejected,14
1506,111652,349,51,6,Different Product Received,Approved,4332
1507,111652,349,22,1,Product Condition Not Good,Refunded,3
1508,111652,349,20,1,Changed with Another Product,Approved,101
1509,111652,349,32,5,Product Condition Not Good,Refunded,445
1510,111679,1948,4,4,Color Mismatch,Pending,3492
1511,111679,1948,29,5,Product Condition Not Good,Refunded,1030
1512,111686,435,55,1,Changed with Another Product,Refunded,1324
1513,111686,435,11,1,Different Product Received,Rejected,573
1514,111687,1119,72,2,Color Mismatch,Pending,214
1515,111687,1119,79,3,Color Mismatch,Rejected,462
1516,111687,1119,10,4,Product Condition Not Good,Rejected,4008
1517,111703,1287,82,1,Product Condition Not Good,Approved,9
1518,111703,1287,19,5,Color Mismatch,Refunded,7135
1519,111719,148,49,2,Product Condition Not Good,Approved,122
1520,111728,108,38,4,Product Condition Not Good,Pending,4772
1521,111728,108,54,3,Product Condition Not Good,Refunded,1839
1522,111776,1361,29,5,Changed with Another Product,Refunded,1030
1523,111777,223,39,1,Different Product Received,Approved,1180
1524,111777,223,5,1,Different Product Received,Rejected,1329
1525,111780,613,76,3,Changed with Another Product,Approved,420
1526,111785,1818,75,6,Product Condition Not Good,Approved,6474
1527,111785,1818,38,1,Changed with Another Product,Refunded,1193
1528,111794,1878,21,3,Product Condition Not Good,Approved,696
1529,111794,1878,43,4,Changed with Another Product,Pending,4848
1530,111794,1878,61,1,Product Condition Not Good,Approved,1213
1531,111794,1878,7,9,Color Mismatch,Refunded,1809
